DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Czechia,2022,62.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Czechia,2023,62.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2005,54.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2006,58.3,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2007,58.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2008,57.7,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2009,58.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2010,58.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2011,58.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2012,57.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2013,57.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2014,56.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2015,67.5,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2016,67.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2017,66.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2018,66.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2019,67.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2020,66.8,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2021,66.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2022,61.2,bu,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Germany,2023,63.0,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2004,69.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2005,68.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2006,67.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2007,67.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2008,60.8,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2009,60.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2010,61.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2011,59.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2012,61.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2013,60.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2014,61.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2015,57.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2016,60.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2017,59.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2018,59.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2019,58.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2020,57.7,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2021,54.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2022,54.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Denmark,2023,55.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2004,53.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2005,52.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2006,53.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2007,54.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2008,57.5,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2009,59.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2010,58.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2011,57.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2012,57.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2013,57.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2014,57.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2015,56.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2016,59.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2017,57.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2018,55.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2019,57.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2020,59.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2021,58,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2022,60.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Estonia,2023,59.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2004,65.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2005,67.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2006,68.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2007,67.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2008,66.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2009,66.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2010,67.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2011,66.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2012,64.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2013,65.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2014,64.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2015,64.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2016,64.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2017,65.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2018,65.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2019,66.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2020,66.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2021,66.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2022,67.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Greece,2023,67.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Spain,2004,62.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Spain,2005,63.5,,
