DATAFLOW,LAST UPDATE,freq,ind_type,unit,indic_is,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Belgium,2022,94.53,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Belgium,2023,95.26,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Belgium,2024,96.32,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Belgium,2025,96.90,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2014,59.24,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2015,60.33,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2016,62.21,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2017,65.89,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2018,67.42,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2019,70.58,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2020,74.27,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2021,78.22,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2022,83.11,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2023,83.97,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2024,87.05,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Bulgaria,2025,89.82,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Switzerland,2014,90.59,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Switzerland,2017,94.52,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Switzerland,2019,96.82,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Switzerland,2021,98.41,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Switzerland,2023,99.32,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Switzerland,2025,99.12,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2014,70.12,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2015,72.29,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2016,76.11,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2017,81.19,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2018,84.71,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2019,86.21,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2020,90.89,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2021,90.85,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2022,90.91,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2023,91.37,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2024,94.73,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Cyprus,2025,93.81,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2014,81.11,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2015,82.59,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2016,83.35,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2017,85.38,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2018,87.21,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2019,87.52,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2020,89.00,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2021,89.94,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2022,91.62,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2023,92.75,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2024,94.23,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Czechia,2025,95.06,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2014,87.69,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2015,88.83,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2016,90.85,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2017,91.40,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2018,93.40,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2019,93.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2020,95.05,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2021,92.24,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2022,93.01,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2023,93.42,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2024,94.37,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Germany,2025,95.54,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2014,96.37,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2015,96.57,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2016,97.13,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2017,97.32,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2018,97.85,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2019,97.43,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2020,98.82,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2021,98.99,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2022,98.09,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2023,98.99,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2024,100.00,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Denmark,2025,100.00,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2014,85.54,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2015,89.14,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2016,88.03,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2017,88.93,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2018,89.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2019,90.87,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2020,89.93,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2021,91.68,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2022,92.33,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2023,93.69,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2024,92.81,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Estonia,2025,95.25,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2014,64.54,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2015,67.92,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2016,69.75,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2017,70.48,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2018,73.36,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2019,76.42,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2020,78.65,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2021,79.14,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2022,84.03,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2023,86.23,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2024,86.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Greece,2025,89.90,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2014,77.34,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2015,79.63,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2016,81.37,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2017,85.11,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2018,86.61,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2019,91.00,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2020,93.46,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2021,94.49,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2022,94.91,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2023,95.96,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2024,96.36,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Spain,2025,96.75,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2014,77.88,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2015,79.61,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2016,81.80,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2017,83.59,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2018,85.39,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2019,87.38,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2020,89.10,e,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2021,90.21,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2022,91.09,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2023,92.36,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2024,93.71,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,European Union - 27 countries (from 2020),2025,94.53,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2014,93.16,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2015,92.86,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2016,94.28,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2017,93.94,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2018,94.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2019,95.50,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2020,97.17,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2021,96.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2022,97.68,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2023,97.83,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2024,98.18,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Finland,2025,98.38,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2014,85.69,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2015,87.25,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2016,87.54,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2017,88.20,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2018,89.34,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2019,90.65,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2021,92.63,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2022,91.83,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2023,93.79,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2024,95.16,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,France,2025,95.69,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2014,69.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2015,71.14,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2016,73.51,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2017,68.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2018,75.56,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2019,80.10,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2020,79.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2021,81.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2022,82.92,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Croatia,2023,84.35,,
